Datetime,Fuente,IdSAP,Rfc,FechaFactura,FechaContabilizacion,UUID,Estatus,XML
"2022-12-28 16:45:11","SAP","FACECO-1272","RDD101105Q91","2022-12-05T10:06:26","2022-12-05","DD4EC751-4938-B440-A5B6-0CACEDB69B7F","Se guardo la factura de cliente correctamente","<?xml version="1.0" encoding="UTF-8"?><cfdi:Comprobante xmlns:cfdi="http://www.sat.gob.mx/cfd/4" xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:schemaLocation="http://www.sat.gob.mx/cfd/4 http://www.sat.gob.mx/sitio_internet/cfd/4/cfdv40.xsd" Version="4.0" Serie="FACECO" Folio="1272" Fecha="2022-12-05T10:01:24" FormaPago="99" CondicionesDePago="30 días de Crédito" SubTotal="4137.93" Moneda="MXN" Total="4800.00" MetodoPago="PPD" Exportacion="01" TipoDeComprobante="I" LugarExpedicion="64000" NoCertificado="00001000000501541496" Certificado="MIIGWDCCBECgAwIBAgIUMDAwMDEwMDAwMDA1MDE1NDE0OTYwDQYJKoZIhvcNAQELBQAwggGEMSAwHgYDVQQDDBdBVVRPUklEQUQgQ0VSVElGSUNBRE9SQTEuMCwGA1UECgwlU0VSVklDSU8gREUgQURNSU5JU1RSQUNJT04gVFJJQlVUQVJJQTEaMBgGA1UECwwRU0FULUlFUyBBdXRob3JpdHkxKjAoBgkqhkiG9w0BCQEWG2NvbnRhY3RvLnRlY25pY29Ac2F0LmdvYi5teDEmMCQGA1UECQwdQVYuIEhJREFMR08gNzcsIENPTC4gR1VFUlJFUk8xDjAMBgNVBBEMBTA2MzAwMQswCQYDVQQGEwJNWDEZMBcGA1UECAwQQ0lVREFEIERFIE1FWElDTzETMBEGA1UEBwwKQ1VBVUhURU1PQzEVMBMGA1UELRMMU0FUOTcwNzAxTk4zMVwwWgYJKoZIhvcNAQkCE01yZXNwb25zYWJsZTogQURNSU5JU1RSQUNJT04gQ0VOVFJBTCBERSBTRVJWSUNJT1MgVFJJQlVUQVJJT1MgQUwgQ09OVFJJQlVZRU5URTAeFw0xOTA5MjcyMzA2MjVaFw0yMzA5MjcyMzA2MjVaMIIBJTFDMEEGA1UEAxM6UkVDT0xFQ0NJT04gWSBESVNQT1NJQ0lPTiBERSBERVNFQ0hPUyBBTUJJRU5UQUxFUyBTQSBERSBDVjFDMEEGA1UEKRM6UkVDT0xFQ0NJT04gWSBESVNQT1NJQ0lPTiBERSBERVNFQ0hPUyBBTUJJRU5UQUxFUyBTQSBERSBDVjFDMEEGA1UEChM6UkVDT0xFQ0NJT04gWSBESVNQT1NJQ0lPTiBERSBERVNFQ0hPUyBBTUJJRU5UQUxFUyBTQSBERSBDVjElMCMGA1UELRMcUkREMTAxMTA1UTkxIC8gUkVDUjI5MTIwODM0OTEeMBwGA1UEBRMVIC8gUkVDUjI5MTIwOEhTUFlTWTA0MQ0wCwYDVQQLEwRSRERBMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAlEnIBqcxqnFYwvp8MVuzOPqtJuymuw7gHT39bq8tqycGGLdfEYXg5mwduGrAybeSuFltDRu6npLf4XPYAA/goWJt2shr1X/r2+OduXgvWRw/WVY2a8xeKD/xTPVE2maNy6hnEp1Ta7TD1q32THHt9xDw7NAir1PT+FlC7HsEgb9BHZukHXllSi0vd+xdIruaj9P2/eZePXGZUbyjDvD46DXCAxkhSndNkApxXryNMwtmomoEv6x7ot+94QorjpG0XUFDqSKtkWQlg9jzw3CY+CUVX3kKw15xQLotI3osR+7Cx3SiN2KEQJOLp0pk9V4Lz9lR0+DIZ7VH5q8j7aa43wIDAQABox0wGzAMBgNVHRMBAf8EAjAAMAsGA1UdDwQEAwIGwDANBgkqhkiG9w0BAQsFAAOCAgEAjX+7QDxE2GSLDvXTfqaybYkQXbWtO70fd7W7ByHBtHRngKpD3dWb1fwjY2ZwrR4c/L+lwSlH1OQYpqMaiy+JjlF5mRRfk2wf5ori1q96yDtanUpyj8wNpkVWc5hY8kxUlLHwwx4HPCrISW8MNmgXbbh9Ep6SQ3yHYE43XfLv0XijPR66cxRQrz3LvU7xKMGqZ3cE2W3O3iEnoEjI9XWXrHOCbrVz5jXmdn9kMsSiyymrJ/2iGaaoszRYEkYKuVWm6or4nbsZhaeX4Cj9elD6fZTGm/8IoqvauB1Y6bZJwtLD/L1Y7+lgYLmp8XTmlMzlrKhgUqYOFLoTXcQAIK4wyMLBxzi/KI3PF50VdCeob6qYFnF3/jSiQQdEbmgdzbQ3e6jqHBlHk09g9lSV+prYgqrgHo1/kfty38Ie2Pb+mPq4EsbuwiF4ppXaNVGj1SvVrAg6m9Vhs4EmnVebgcK2wTz/VtssQqn6UnAawobV6uZXpmq5z8zSt7PXmBo/0xfHcOBcA4WZA2VDaO8RNuGEoVPsAYe1HMuhUjd4LOwemD1STcnupoXnhfLyKmoJhOhc077oD7H0XahvGUi/191ueVmM9bRsTkgxid8cZBlgQpiqYKTFZ6tGU4pQjoIjtgtzYUNQtsHVS6S1daxzj2JV/Bt5PxG5pfUF8MrdiMUjo8g=" Sello="bFMh8+aV+inhhmV3lmifyxrjNxyYcisBaIK+I6QHMMtGOzqOHTwhmF3yZAdrfg0QWi0W2oroXH91jqblUoYMx+RXkRWNM4nKZD4MuQpFejhou94bE906n46+4jWDis5WMcUlKwHtKnuA8UtRk5pazOHNHix0TY+okvhkHH/Ux++7PnEzdprta4RCDwGPrI/fTMpfBfdI352Syy/Ye+OwUp5vd5VPeVMRXHCXv8NRBOd9bBnSuKNPpIvjqLjHmsmgQkEmdXO2jZTGeKlS3I7LJlTfeDcb3dsfQQqaRxHoJ+AaGgGMZfUxdgY0Fq4IHDY1MCpE+VIkkI6nOv1AYTeC0w==">  <cfdi:Emisor Rfc="RDD101105Q91" Nombre="RECOLECCION Y DISPOSICION DE DESECHOS AMBIENTALES" RegimenFiscal="601" />  <cfdi:Receptor Rfc="XAXX010101000" Nombre="VENTA AL PUBLICO" DomicilioFiscalReceptor="64000" RegimenFiscalReceptor="616" UsoCFDI="S01" />  <cfdi:Conceptos>    <cfdi:Concepto ClaveProdServ="76121500" NoIdentificacion="ECO000005" Cantidad="1.00" ClaveUnidad="E48" Unidad="Servicio" Descripcion="SERVICIO CARGA TRASERA" ValorUnitario="4137.93" Importe="4137.93" ObjetoImp="02">      <cfdi:Impuestos>        <cfdi:Traslados>          <cfdi:Traslado Base="4137.93" Impuesto="002" TipoFactor="Tasa" TasaOCuota="0.160000" Importe="662.07" />        </cfdi:Traslados>      </cfdi:Impuestos>    </cfdi:Concepto>  </cfdi:Conceptos>  <cfdi:Impuestos TotalImpuestosTrasladados="662.07">    <cfdi:Traslados>      <cfdi:Traslado Base="4137.93" Impuesto="002" TipoFactor="Tasa" TasaOCuota="0.160000" Importe="662.07" />    </cfdi:Traslados>  </cfdi:Impuestos>  <cfdi:Complemento>    <tfd:TimbreFiscalDigital xmlns:tfd="http://www.sat.gob.mx/TimbreFiscalDigital" xsi:schemaLocation="http://www.sat.gob.mx/TimbreFiscalDigital http://www.sat.gob.mx/sitio_internet/cfd/TimbreFiscalDigital/TimbreFiscalDigitalv11.xsd" Version="1.1" UUID="DD4EC751-4938-B440-A5B6-0CACEDB69B7F" FechaTimbrado="2022-12-05T10:06:26" RfcProvCertif="SCD110105654" SelloCFD="bFMh8+aV+inhhmV3lmifyxrjNxyYcisBaIK+I6QHMMtGOzqOHTwhmF3yZAdrfg0QWi0W2oroXH91jqblUoYMx+RXkRWNM4nKZD4MuQpFejhou94bE906n46+4jWDis5WMcUlKwHtKnuA8UtRk5pazOHNHix0TY+okvhkHH/Ux++7PnEzdprta4RCDwGPrI/fTMpfBfdI352Syy/Ye+OwUp5vd5VPeVMRXHCXv8NRBOd9bBnSuKNPpIvjqLjHmsmgQkEmdXO2jZTGeKlS3I7LJlTfeDcb3dsfQQqaRxHoJ+AaGgGMZfUxdgY0Fq4IHDY1MCpE+VIkkI6nOv1AYTeC0w==" NoCertificadoSAT="00001000000502000436" SelloSAT="P0Ec+wwU0vTsP12MomjS1kzPh4T0i4PZgQtlWZiPI0JOHYol8G117WoW+gKk60giNUrEnWJLcuE/PSmEiexjtN+hWYsetZrAFipf14u3pruQgMSm5uK0AlWI86feNkHlREBPlnSD8aXML9SeiFBVD4AiQF7B/ePg9Xh3rPjCMJYKVJFx/v9zBzDVBpLuBN7rMO7JZvoNwwU5jVRyI3BiotjZYHR4suwx3oLr22rwyB9DYIbhia1gf2dZah/vcKUElwq3S1bt7LP8T7cNYMI8rkTeOxd+rQfjPZNZmETJzBdmOKl/lqoDWATgDP9puzZX+g5TrtqYuQGkBNcAEShTKg==" />  </cfdi:Complemento></cfdi:Comprobante>"
"2022-12-28 16:45:12","SAP","FACECO-1274","RDD101105Q91","2022-12-05T12:16:52","2022-12-05","FCD4B607-230F-FF4D-AEBC-B168BF8EFBA5","Se guardo la factura de cliente correctamente","<?xml version="1.0" encoding="UTF-8"?><cfdi:Comprobante xmlns:cfdi="http://www.sat.gob.mx/cfd/4" xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:schemaLocation="http://www.sat.gob.mx/cfd/4 http://www.sat.gob.mx/sitio_internet/cfd/4/cfdv40.xsd" Version="4.0" Serie="FACECO" Folio="1274" Fecha="2022-12-05T12:11:50" FormaPago="99" CondicionesDePago="30 días de Crédito" SubTotal="600.00" Moneda="MXN" Total="696.00" MetodoPago="PPD" Exportacion="01" TipoDeComprobante="I" LugarExpedicion="64000" NoCertificado="00001000000501541496" Certificado="MIIGWDCCBECgAwIBAgIUMDAwMDEwMDAwMDA1MDE1NDE0OTYwDQYJKoZIhvcNAQELBQAwggGEMSAwHgYDVQQDDBdBVVRPUklEQUQgQ0VSVElGSUNBRE9SQTEuMCwGA1UECgwlU0VSVklDSU8gREUgQURNSU5JU1RSQUNJT04gVFJJQlVUQVJJQTEaMBgGA1UECwwRU0FULUlFUyBBdXRob3JpdHkxKjAoBgkqhkiG9w0BCQEWG2NvbnRhY3RvLnRlY25pY29Ac2F0LmdvYi5teDEmMCQGA1UECQwdQVYuIEhJREFMR08gNzcsIENPTC4gR1VFUlJFUk8xDjAMBgNVBBEMBTA2MzAwMQswCQYDVQQGEwJNWDEZMBcGA1UECAwQQ0lVREFEIERFIE1FWElDTzETMBEGA1UEBwwKQ1VBVUhURU1PQzEVMBMGA1UELRMMU0FUOTcwNzAxTk4zMVwwWgYJKoZIhvcNAQkCE01yZXNwb25zYWJsZTogQURNSU5JU1RSQUNJT04gQ0VOVFJBTCBERSBTRVJWSUNJT1MgVFJJQlVUQVJJT1MgQUwgQ09OVFJJQlVZRU5URTAeFw0xOTA5MjcyMzA2MjVaFw0yMzA5MjcyMzA2MjVaMIIBJTFDMEEGA1UEAxM6UkVDT0xFQ0NJT04gWSBESVNQT1NJQ0lPTiBERSBERVNFQ0hPUyBBTUJJRU5UQUxFUyBTQSBERSBDVjFDMEEGA1UEKRM6UkVDT0xFQ0NJT04gWSBESVNQT1NJQ0lPTiBERSBERVNFQ0hPUyBBTUJJRU5UQUxFUyBTQSBERSBDVjFDMEEGA1UEChM6UkVDT0xFQ0NJT04gWSBESVNQT1NJQ0lPTiBERSBERVNFQ0hPUyBBTUJJRU5UQUxFUyBTQSBERSBDVjElMCMGA1UELRMcUkREMTAxMTA1UTkxIC8gUkVDUjI5MTIwODM0OTEeMBwGA1UEBRMVIC8gUkVDUjI5MTIwOEhTUFlTWTA0MQ0wCwYDVQQLEwRSRERBMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAlEnIBqcxqnFYwvp8MVuzOPqtJuymuw7gHT39bq8tqycGGLdfEYXg5mwduGrAybeSuFltDRu6npLf4XPYAA/goWJt2shr1X/r2+OduXgvWRw/WVY2a8xeKD/xTPVE2maNy6hnEp1Ta7TD1q32THHt9xDw7NAir1PT+FlC7HsEgb9BHZukHXllSi0vd+xdIruaj9P2/eZePXGZUbyjDvD46DXCAxkhSndNkApxXryNMwtmomoEv6x7ot+94QorjpG0XUFDqSKtkWQlg9jzw3CY+CUVX3kKw15xQLotI3osR+7Cx3SiN2KEQJOLp0pk9V4Lz9lR0+DIZ7VH5q8j7aa43wIDAQABox0wGzAMBgNVHRMBAf8EAjAAMAsGA1UdDwQEAwIGwDANBgkqhkiG9w0BAQsFAAOCAgEAjX+7QDxE2GSLDvXTfqaybYkQXbWtO70fd7W7ByHBtHRngKpD3dWb1fwjY2ZwrR4c/L+lwSlH1OQYpqMaiy+JjlF5mRRfk2wf5ori1q96yDtanUpyj8wNpkVWc5hY8kxUlLHwwx4HPCrISW8MNmgXbbh9Ep6SQ3yHYE43XfLv0XijPR66cxRQrz3LvU7xKMGqZ3cE2W3O3iEnoEjI9XWXrHOCbrVz5jXmdn9kMsSiyymrJ/2iGaaoszRYEkYKuVWm6or4nbsZhaeX4Cj9elD6fZTGm/8IoqvauB1Y6bZJwtLD/L1Y7+lgYLmp8XTmlMzlrKhgUqYOFLoTXcQAIK4wyMLBxzi/KI3PF50VdCeob6qYFnF3/jSiQQdEbmgdzbQ3e6jqHBlHk09g9lSV+prYgqrgHo1/kfty38Ie2Pb+mPq4EsbuwiF4ppXaNVGj1SvVrAg6m9Vhs4EmnVebgcK2wTz/VtssQqn6UnAawobV6uZXpmq5z8zSt7PXmBo/0xfHcOBcA4WZA2VDaO8RNuGEoVPsAYe1HMuhUjd4LOwemD1STcnupoXnhfLyKmoJhOhc077oD7H0XahvGUi/191ueVmM9bRsTkgxid8cZBlgQpiqYKTFZ6tGU4pQjoIjtgtzYUNQtsHVS6S1daxzj2JV/Bt5PxG5pfUF8MrdiMUjo8g=" Sello="hx6600u6i825gSpKPKaHGBmZtmZq1oKE7gktgFl54nBhv4h1vVykOBNUUvHt9phrwN+ZU/gjW9qE9/9WF+T0ojCtDjLBmnFsDe6pmWBpSqHSFFry1GJtZhmG0O0vUx7oBC+0eOdAzXE5D6IqwZL76eVC4N3if6GQBW1IcqvNTk+3e/SRCjhvdowo+YTXY6wxaRR9wpCZpDQTovewbZDqqjv3BN2ox61dAdmIYN9GLDKvnAqmdwLlt76wnGi7ThI3eGJE3ill4TotcnXcVO1zuMoMB1OOeK9kO9qey1vaSpdLnCQ4nXtlnjBuE3Lo7gCdwa/Ufl/hQedRVlOpT8JXKg==">  <cfdi:Emisor Rfc="RDD101105Q91" Nombre="RECOLECCION Y DISPOSICION DE DESECHOS AMBIENTALES" RegimenFiscal="601" />  <cfdi:Receptor Rfc="RLV010720452" Nombre="RIVERO LINDA VISTA" DomicilioFiscalReceptor="67126" RegimenFiscalReceptor="601" UsoCFDI="G03" />  <cfdi:Conceptos>    <cfdi:Concepto ClaveProdServ="76121500" NoIdentificacion="ECO000005" Cantidad="1.00" ClaveUnidad="E48" Unidad="Servicio" Descripcion="SERVICIO CARGA TRASERA" ValorUnitario="600.00" Importe="600.00" ObjetoImp="02">      <cfdi:Impuestos>        <cfdi:Traslados>          <cfdi:Traslado Base="600.00" Impuesto="002" TipoFactor="Tasa" TasaOCuota="0.160000" Importe="96.00" />        </cfdi:Traslados>      </cfdi:Impuestos>    </cfdi:Concepto>  </cfdi:Conceptos>  <cfdi:Impuestos TotalImpuestosTrasladados="96.00">    <cfdi:Traslados>      <cfdi:Traslado Base="600.00" Impuesto="002" TipoFactor="Tasa" TasaOCuota="0.160000" Importe="96.00" />    </cfdi:Traslados>  </cfdi:Impuestos>  <cfdi:Complemento>    <tfd:TimbreFiscalDigital xmlns:tfd="http://www.sat.gob.mx/TimbreFiscalDigital" xsi:schemaLocation="http://www.sat.gob.mx/TimbreFiscalDigital http://www.sat.gob.mx/sitio_internet/cfd/TimbreFiscalDigital/TimbreFiscalDigitalv11.xsd" Version="1.1" UUID="FCD4B607-230F-FF4D-AEBC-B168BF8EFBA5" FechaTimbrado="2022-12-05T12:16:52" RfcProvCertif="SCD110105654" SelloCFD="hx6600u6i825gSpKPKaHGBmZtmZq1oKE7gktgFl54nBhv4h1vVykOBNUUvHt9phrwN+ZU/gjW9qE9/9WF+T0ojCtDjLBmnFsDe6pmWBpSqHSFFry1GJtZhmG0O0vUx7oBC+0eOdAzXE5D6IqwZL76eVC4N3if6GQBW1IcqvNTk+3e/SRCjhvdowo+YTXY6wxaRR9wpCZpDQTovewbZDqqjv3BN2ox61dAdmIYN9GLDKvnAqmdwLlt76wnGi7ThI3eGJE3ill4TotcnXcVO1zuMoMB1OOeK9kO9qey1vaSpdLnCQ4nXtlnjBuE3Lo7gCdwa/Ufl/hQedRVlOpT8JXKg==" NoCertificadoSAT="00001000000502000436" SelloSAT="lJxJ8kR9a8YWU0SXpg93qacSi2q40KXlc0LoMABJxItI1ezJ5LDUSoL+/IY7J3Q3UjQnRMlG8L6awRS26DkKEcczcwnSS2CTpdXMvzM+srefa/MmQIa4Aalefjho6BxgNOrjUrk2Nc4bL6rWCuYM9i6vSizWtfHJQOjh6us5iOp+ND5uJ0YqlONFtItufs+4J47NIGA8lB83sK15nMfmROUYvPNZys1O/L639McZMNrWqwif/taUIwWAoYtLq1MtS43Ro5nT/Jrw+QklKV3hZf9XqWWftghFIop+dwpMXJdIkkSjddpmbfhcSpcECe4n/hIpxPjAleExxxQbCzEYdg==" />  </cfdi:Complemento></cfdi:Comprobante>"
"2022-12-28 16:45:13","SAP","FACECO-1275","RDD101105Q91","2022-12-06T11:15:07","2022-12-06","9CEED259-259B-7940-B7F3-67E0DCC3CDA8","Se guardo la factura de cliente correctamente","<?xml version="1.0" encoding="UTF-8"?><cfdi:Comprobante xmlns:cfdi="http://www.sat.gob.mx/cfd/4" xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:schemaLocation="http://www.sat.gob.mx/cfd/4 http://www.sat.gob.mx/sitio_internet/cfd/4/cfdv40.xsd" Version="4.0" Serie="FACECO" Folio="1275" Fecha="2022-12-06T11:10:04" FormaPago="99" CondicionesDePago="30 días de Crédito" SubTotal="3500.00" Moneda="MXN" Total="4060.00" MetodoPago="PPD" Exportacion="01" TipoDeComprobante="I" LugarExpedicion="64000" NoCertificado="00001000000501541496" Certificado="MIIGWDCCBECgAwIBAgIUMDAwMDEwMDAwMDA1MDE1NDE0OTYwDQYJKoZIhvcNAQELBQAwggGEMSAwHgYDVQQDDBdBVVRPUklEQUQgQ0VSVElGSUNBRE9SQTEuMCwGA1UECgwlU0VSVklDSU8gREUgQURNSU5JU1RSQUNJT04gVFJJQlVUQVJJQTEaMBgGA1UECwwRU0FULUlFUyBBdXRob3JpdHkxKjAoBgkqhkiG9w0BCQEWG2NvbnRhY3RvLnRlY25pY29Ac2F0LmdvYi5teDEmMCQGA1UECQwdQVYuIEhJREFMR08gNzcsIENPTC4gR1VFUlJFUk8xDjAMBgNVBBEMBTA2MzAwMQswCQYDVQQGEwJNWDEZMBcGA1UECAwQQ0lVREFEIERFIE1FWElDTzETMBEGA1UEBwwKQ1VBVUhURU1PQzEVMBMGA1UELRMMU0FUOTcwNzAxTk4zMVwwWgYJKoZIhvcNAQkCE01yZXNwb25zYWJsZTogQURNSU5JU1RSQUNJT04gQ0VOVFJBTCBERSBTRVJWSUNJT1MgVFJJQlVUQVJJT1MgQUwgQ09OVFJJQlVZRU5URTAeFw0xOTA5MjcyMzA2MjVaFw0yMzA5MjcyMzA2MjVaMIIBJTFDMEEGA1UEAxM6UkVDT0xFQ0NJT04gWSBESVNQT1NJQ0lPTiBERSBERVNFQ0hPUyBBTUJJRU5UQUxFUyBTQSBERSBDVjFDMEEGA1UEKRM6UkVDT0xFQ0NJT04gWSBESVNQT1NJQ0lPTiBERSBERVNFQ0hPUyBBTUJJRU5UQUxFUyBTQSBERSBDVjFDMEEGA1UEChM6UkVDT0xFQ0NJT04gWSBESVNQT1NJQ0lPTiBERSBERVNFQ0hPUyBBTUJJRU5UQUxFUyBTQSBERSBDVjElMCMGA1UELRMcUkREMTAxMTA1UTkxIC8gUkVDUjI5MTIwODM0OTEeMBwGA1UEBRMVIC8gUkVDUjI5MTIwOEhTUFlTWTA0MQ0wCwYDVQQLEwRSRERBMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAlEnIBqcxqnFYwvp8MVuzOPqtJuymuw7gHT39bq8tqycGGLdfEYXg5mwduGrAybeSuFltDRu6npLf4XPYAA/goWJt2shr1X/r2+OduXgvWRw/WVY2a8xeKD/xTPVE2maNy6hnEp1Ta7TD1q32THHt9xDw7NAir1PT+FlC7HsEgb9BHZukHXllSi0vd+xdIruaj9P2/eZePXGZUbyjDvD46DXCAxkhSndNkApxXryNMwtmomoEv6x7ot+94QorjpG0XUFDqSKtkWQlg9jzw3CY+CUVX3kKw15xQLotI3osR+7Cx3SiN2KEQJOLp0pk9V4Lz9lR0+DIZ7VH5q8j7aa43wIDAQABox0wGzAMBgNVHRMBAf8EAjAAMAsGA1UdDwQEAwIGwDANBgkqhkiG9w0BAQsFAAOCAgEAjX+7QDxE2GSLDvXTfqaybYkQXbWtO70fd7W7ByHBtHRngKpD3dWb1fwjY2ZwrR4c/L+lwSlH1OQYpqMaiy+JjlF5mRRfk2wf5ori1q96yDtanUpyj8wNpkVWc5hY8kxUlLHwwx4HPCrISW8MNmgXbbh9Ep6SQ3yHYE43XfLv0XijPR66cxRQrz3LvU7xKMGqZ3cE2W3O3iEnoEjI9XWXrHOCbrVz5jXmdn9kMsSiyymrJ/2iGaaoszRYEkYKuVWm6or4nbsZhaeX4Cj9elD6fZTGm/8IoqvauB1Y6bZJwtLD/L1Y7+lgYLmp8XTmlMzlrKhgUqYOFLoTXcQAIK4wyMLBxzi/KI3PF50VdCeob6qYFnF3/jSiQQdEbmgdzbQ3e6jqHBlHk09g9lSV+prYgqrgHo1/kfty38Ie2Pb+mPq4EsbuwiF4ppXaNVGj1SvVrAg6m9Vhs4EmnVebgcK2wTz/VtssQqn6UnAawobV6uZXpmq5z8zSt7PXmBo/0xfHcOBcA4WZA2VDaO8RNuGEoVPsAYe1HMuhUjd4LOwemD1STcnupoXnhfLyKmoJhOhc077oD7H0XahvGUi/191ueVmM9bRsTkgxid8cZBlgQpiqYKTFZ6tGU4pQjoIjtgtzYUNQtsHVS6S1daxzj2JV/Bt5PxG5pfUF8MrdiMUjo8g=" Sello="DU0PttqyTxupWEc3DFkMrGTDdPM1TJ8fysx6y3f5+Di54QXW2qkMlGFoBY6R/y11kvutT07eIOhEABm24F0odhJp75rEFQVaXAeppdBheqG0a09pK1TGJocyPvCWD92CUEpa+dMjPA8fahSo6ouarMkVlyaaJ35Rom4Ht/sw3xHnV3dP0PNw9HY6BzCia++XlrPVY65dVI4xeNf01Hlz+8ZUNvxoBauaKZ7w8VPJ1hxEipQ3HPyGC//wEp+08yIIA2Pjlh40p04KjMnGHTpX2qcWyUlRJsTy3YlAs5PZLdMssixpz+5ucTzN5ZVMywPesV034LaLLAD2vfemamohqw==">  <cfdi:Emisor Rfc="RDD101105Q91" Nombre="RECOLECCION Y DISPOSICION DE DESECHOS AMBIENTALES" RegimenFiscal="601" />  <cfdi:Receptor Rfc="MMH150902ES7" Nombre="ME MUERO DE HAMBRE" DomicilioFiscalReceptor="64760" RegimenFiscalReceptor="601" UsoCFDI="G03" />  <cfdi:Conceptos>    <cfdi:Concepto ClaveProdServ="76121500" NoIdentificacion="ECO000005" Cantidad="1.00" ClaveUnidad="E48" Unidad="Servicio" Descripcion="SERVICIO CARGA TRASERA" ValorUnitario="3500.00" Importe="3500.00" ObjetoImp="02">      <cfdi:Impuestos>        <cfdi:Traslados>          <cfdi:Traslado Base="3500.00" Impuesto="002" TipoFactor="Tasa" TasaOCuota="0.160000" Importe="560.00" />        </cfdi:Traslados>      </cfdi:Impuestos>    </cfdi:Concepto>  </cfdi:Conceptos>  <cfdi:Impuestos TotalImpuestosTrasladados="560.00">    <cfdi:Traslados>      <cfdi:Traslado Base="3500.00" Impuesto="002" TipoFactor="Tasa" TasaOCuota="0.160000" Importe="560.00" />    </cfdi:Traslados>  </cfdi:Impuestos>  <cfdi:Complemento>    <tfd:TimbreFiscalDigital xmlns:tfd="http://www.sat.gob.mx/TimbreFiscalDigital" xsi:schemaLocation="http://www.sat.gob.mx/TimbreFiscalDigital http://www.sat.gob.mx/sitio_internet/cfd/TimbreFiscalDigital/TimbreFiscalDigitalv11.xsd" Version="1.1" UUID="9CEED259-259B-7940-B7F3-67E0DCC3CDA8" FechaTimbrado="2022-12-06T11:15:07" RfcProvCertif="SCD110105654" SelloCFD="DU0PttqyTxupWEc3DFkMrGTDdPM1TJ8fysx6y3f5+Di54QXW2qkMlGFoBY6R/y11kvutT07eIOhEABm24F0odhJp75rEFQVaXAeppdBheqG0a09pK1TGJocyPvCWD92CUEpa+dMjPA8fahSo6ouarMkVlyaaJ35Rom4Ht/sw3xHnV3dP0PNw9HY6BzCia++XlrPVY65dVI4xeNf01Hlz+8ZUNvxoBauaKZ7w8VPJ1hxEipQ3HPyGC//wEp+08yIIA2Pjlh40p04KjMnGHTpX2qcWyUlRJsTy3YlAs5PZLdMssixpz+5ucTzN5ZVMywPesV034LaLLAD2vfemamohqw==" NoCertificadoSAT="00001000000502000436" SelloSAT="c+5UHufO4rYbygfd5mPpfz8w5k7xqNcgHSFcIyTk2Z3SE/vjlxdMSrPtdmPSlUpvbr32HQKEXr3qTpKv6Lmlwt1UF4HOiJ/qS8ORWRexFlFJUHZgM6TiYbbSOYreyiqBwIJCzqpRdE4CtQosi8aVRETDUgOz3w/kjFIc9PJaEXx995W1t6TONm+nbTkpn3IdtXXgvms9BjFzZ0cWk3aaBuUBcx9L/8Xs0yDgMepsr5+fDi1BfoO4+XVHhe2r+P6LCieisA/oLe7SfspWW0o5K/AtZZY0Q0GCIKLBQMZsBH2J6hDfSOg0WEQGS9galFiUC+1lDQVKLSUhwXQx0zLfHw==" />  </cfdi:Complemento></cfdi:Comprobante>"
